 5.0 0.11525541
10.0 0.04215448
15.0 0.01402560
20.0 0.00450878
25.0 0.00143459
30.0 0.00045528
35.0 0.00014378
40.0 0.00004514
45.0 0.00001456
50.0 0.00000444
